,Emotion,Emotion intensity,Gender,Path
253,4,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-04-01-01-02-24.wav
254,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-03-01-01-02-24.wav
255,2,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-02-01-02-02-24.wav
256,4,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-04-01-02-02-24.wav
257,6,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-06-02-02-01-24.wav
258,2,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-02-02-02-01-24.wav
259,6,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-06-01-02-01-24.wav
260,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-08-02-02-02-24.wav
261,3,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-03-02-01-01-24.wav
262,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-08-02-01-01-24.wav
263,2,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-02-02-02-02-24.wav
264,5,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-05-02-01-02-24.wav
265,5,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-05-01-02-02-24.wav
266,2,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-02-02-01-02-24.wav
267,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-08-02-02-01-24.wav
268,1,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-01-01-02-01-24.wav
269,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-08-02-01-02-24.wav
270,6,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-06-02-01-02-24.wav
271,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-07-01-01-02-24.wav
272,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-03-01-01-01-24.wav
273,2,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-02-02-01-01-24.wav
274,2,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-02-01-01-02-24.wav
275,7,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-07-02-02-01-24.wav
276,6,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-06-02-01-01-24.wav
277,3,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-03-02-01-02-24.wav
278,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-07-01-01-01-24.wav
279,2,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-02-01-01-01-24.wav
280,4,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-04-02-02-01-24.wav
281,4,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-04-02-02-02-24.wav
282,5,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-05-01-01-02-24.wav
283,0,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-08-01-02-01-24.wav
284,6,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-06-02-02-02-24.wav
285,5,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-05-02-02-01-24.wav
286,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-03-01-02-02-24.wav
287,2,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-02-01-02-01-24.wav
288,5,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-05-01-02-01-24.wav
289,7,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-07-02-01-02-24.wav
290,3,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-03-02-02-02-24.wav
291,6,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-06-01-01-02-24.wav
292,1,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-01-01-01-01-24.wav
293,0,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-08-01-01-02-24.wav
294,4,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-04-01-01-01-24.wav
295,0,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-08-01-02-02-24.wav
296,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-03-01-02-01-24.wav
297,7,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-07-02-02-02-24.wav
298,5,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-05-02-01-01-24.wav
299,4,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_24/03-01-04-02-01-01-24.wav
300,2,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-02-02-02-01-18.wav
301,7,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-07-02-01-01-18.wav
302,4,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-04-01-02-02-18.wav
303,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-08-02-02-02-18.wav
304,3,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-03-02-02-01-18.wav
305,1,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-01-01-02-02-18.wav
306,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-03-01-02-01-18.wav
307,0,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-08-01-02-01-18.wav
308,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-07-01-01-02-18.wav
309,1,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-01-01-01-02-18.wav
310,5,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-05-02-02-02-18.wav
311,5,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-05-01-01-01-18.wav
312,3,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-03-02-01-02-18.wav
313,4,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-04-01-01-01-18.wav
314,5,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-05-02-01-02-18.wav
315,7,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-07-02-01-02-18.wav
316,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-03-01-01-02-18.wav
317,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-08-02-02-01-18.wav
318,6,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-06-01-02-01-18.wav
319,5,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-05-02-01-01-18.wav
320,4,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-04-02-01-02-18.wav
321,1,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-01-01-01-01-18.wav
322,6,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-06-02-02-01-18.wav
323,4,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-04-02-01-01-18.wav
324,2,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-02-01-02-02-18.wav
325,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-03-01-01-01-18.wav
326,2,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-02-01-01-01-18.wav
327,2,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-02-01-02-01-18.wav
328,5,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-05-01-02-02-18.wav
329,2,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-02-02-01-01-18.wav
330,2,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-02-02-02-02-18.wav
331,6,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-06-01-01-01-18.wav
332,3,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-03-02-01-01-18.wav
333,3,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-03-01-02-02-18.wav
334,5,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-05-01-01-02-18.wav
335,4,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-04-02-02-02-18.wav
336,4,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-04-02-02-01-18.wav
337,0,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-08-01-01-01-18.wav
338,0,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-08-01-01-02-18.wav
339,7,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-07-02-02-01-18.wav
340,6,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-06-02-01-02-18.wav
341,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-07-01-02-01-18.wav
342,7,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-07-02-02-02-18.wav
343,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-07-01-01-01-18.wav
344,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-08-02-01-02-18.wav
345,6,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-06-01-01-02-18.wav
346,1,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-01-01-02-01-18.wav
347,2,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-02-01-01-02-18.wav
348,6,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-06-02-01-01-18.wav
349,6,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-06-02-02-02-18.wav
350,4,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-04-01-01-02-18.wav
351,0,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-08-02-01-01-18.wav
352,4,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-04-01-02-01-18.wav
353,3,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-03-02-02-02-18.wav
354,5,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-05-02-02-01-18.wav
355,7,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-07-01-02-02-18.wav
356,0,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-08-01-02-02-18.wav
357,2,strong,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-02-02-01-02-18.wav
358,5,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-05-01-02-01-18.wav
359,6,normal,female,/workspaces/SER_/audio_speech_actors_01-24/Actor_18/03-01-06-01-02-02-18.wav
360,4,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-04-02-02-01-17.wav
361,5,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-05-02-02-01-17.wav
362,2,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-02-01-01-02-17.wav
363,3,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-03-01-01-02-17.wav
364,7,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-07-02-02-02-17.wav
365,7,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-07-02-01-01-17.wav
366,3,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-03-01-01-01-17.wav
367,3,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-03-02-02-01-17.wav
368,0,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-08-01-01-01-17.wav
369,5,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-05-01-01-02-17.wav
370,6,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-06-02-01-02-17.wav
371,7,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-07-01-01-02-17.wav
372,1,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-01-01-01-02-17.wav
373,6,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-06-01-02-01-17.wav
374,0,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-08-02-02-01-17.wav
375,4,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-04-02-01-02-17.wav
376,3,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-03-01-02-02-17.wav
377,6,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-06-01-01-02-17.wav
378,3,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-03-02-02-02-17.wav
379,6,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-06-02-02-01-17.wav
380,0,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-08-01-02-02-17.wav
381,7,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-07-02-01-02-17.wav
382,0,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-08-02-01-02-17.wav
383,1,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-01-01-01-01-17.wav
384,7,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-07-01-01-01-17.wav
385,7,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-07-02-02-01-17.wav
386,3,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-03-01-02-01-17.wav
387,0,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-08-02-01-01-17.wav
388,2,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-02-02-01-01-17.wav
389,7,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-07-01-02-01-17.wav
390,4,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-04-02-02-02-17.wav
391,2,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-02-02-02-01-17.wav
392,6,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-06-02-02-02-17.wav
393,5,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-05-02-01-02-17.wav
394,6,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-06-01-02-02-17.wav
395,0,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-08-01-01-02-17.wav
396,2,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-02-01-01-01-17.wav
397,2,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-02-01-02-02-17.wav
398,0,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-08-01-02-01-17.wav
399,2,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-02-02-01-02-17.wav
400,4,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-04-01-01-01-17.wav
401,5,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-05-02-02-02-17.wav
402,4,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-04-02-01-01-17.wav
403,3,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-03-02-01-02-17.wav
404,4,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-04-01-02-02-17.wav
405,3,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-03-02-01-01-17.wav
406,6,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-06-02-01-01-17.wav
407,2,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-02-01-02-01-17.wav
408,4,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-04-01-02-01-17.wav
409,5,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-05-01-01-01-17.wav
410,1,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-01-01-02-02-17.wav
411,2,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-02-02-02-02-17.wav
412,0,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-08-02-02-02-17.wav
413,5,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-05-01-02-02-17.wav
414,5,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-05-01-02-01-17.wav
415,4,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-04-01-01-02-17.wav
416,1,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-01-01-02-01-17.wav
417,7,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-07-01-02-02-17.wav
418,6,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-06-01-01-01-17.wav
419,5,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_17/03-01-05-02-01-01-17.wav
420,2,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-02-01-02-02-23.wav
421,5,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-05-02-02-02-23.wav
422,7,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-07-02-01-02-23.wav
423,7,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-07-01-02-01-23.wav
424,1,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-01-01-02-01-23.wav
425,7,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-07-02-01-01-23.wav
426,4,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-04-01-01-02-23.wav
427,2,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-02-01-01-01-23.wav
428,4,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-04-02-01-01-23.wav
429,3,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-03-01-01-01-23.wav
430,3,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-03-02-02-01-23.wav
431,4,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-04-01-02-02-23.wav
432,6,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-06-01-02-02-23.wav
433,4,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-04-02-01-02-23.wav
434,2,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-02-02-01-01-23.wav
435,0,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-08-02-01-02-23.wav
436,6,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-06-02-01-02-23.wav
437,0,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-08-01-02-01-23.wav
438,5,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-05-01-01-01-23.wav
439,7,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-07-01-01-02-23.wav
440,3,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-03-02-01-02-23.wav
441,4,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-04-01-01-01-23.wav
442,6,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-06-02-02-01-23.wav
443,4,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-04-02-02-02-23.wav
444,6,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-06-02-02-02-23.wav
445,5,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-05-01-02-01-23.wav
446,6,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-06-01-02-01-23.wav
447,0,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-08-01-01-01-23.wav
448,7,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-07-02-02-01-23.wav
449,3,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-03-02-02-02-23.wav
450,6,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-06-01-01-01-23.wav
451,2,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-02-02-02-02-23.wav
452,5,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-05-02-01-01-23.wav
453,4,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-04-02-02-01-23.wav
454,3,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-03-01-01-02-23.wav
455,5,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-05-01-01-02-23.wav
456,3,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-03-01-02-02-23.wav
457,1,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-01-01-01-02-23.wav
458,3,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-03-01-02-01-23.wav
459,0,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-08-02-01-01-23.wav
460,1,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-01-01-02-02-23.wav
461,5,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-05-02-01-02-23.wav
462,3,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-03-02-01-01-23.wav
463,7,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-07-02-02-02-23.wav
464,0,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-08-01-02-02-23.wav
465,6,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-06-01-01-02-23.wav
466,7,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-07-01-02-02-23.wav
467,7,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-07-01-01-01-23.wav
468,1,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-01-01-01-01-23.wav
469,0,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-08-02-02-02-23.wav
470,0,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-08-01-01-02-23.wav
471,5,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-05-02-02-01-23.wav
472,2,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-02-02-01-02-23.wav
473,4,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-04-01-02-01-23.wav
474,2,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-02-01-02-01-23.wav
475,2,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-02-01-01-02-23.wav
476,0,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-08-02-02-01-23.wav
477,5,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-05-01-02-02-23.wav
478,6,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-06-02-01-01-23.wav
479,2,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_23/03-01-02-02-02-01-23.wav
480,3,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-03-01-02-01-13.wav
481,3,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-03-01-02-02-13.wav
482,7,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-07-01-02-02-13.wav
483,0,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-08-01-02-02-13.wav
484,6,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-06-02-01-02-13.wav
485,7,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-07-02-02-01-13.wav
486,5,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-05-02-02-01-13.wav
487,5,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-05-02-01-01-13.wav
488,3,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-03-02-01-01-13.wav
489,2,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-02-01-01-02-13.wav
490,6,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-06-01-01-01-13.wav
491,2,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-02-01-02-01-13.wav
492,4,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-04-02-01-02-13.wav
493,2,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-02-01-02-02-13.wav
494,0,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-08-01-01-02-13.wav
495,1,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-01-01-01-01-13.wav
496,4,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-04-01-01-02-13.wav
497,7,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-07-02-01-01-13.wav
498,6,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-06-01-02-02-13.wav
499,0,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-08-01-02-01-13.wav
500,1,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-01-01-01-02-13.wav
501,1,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-01-01-02-01-13.wav
502,2,strong,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-02-02-02-01-13.wav
503,6,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-06-01-02-01-13.wav
504,5,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-05-01-02-01-13.wav
505,3,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-03-01-01-01-13.wav
506,4,normal,male,/workspaces/SER_/audio_speech_actors_01-24/Actor_13/03-01-04-01-01-01-13.wav
